,CIK,Charter_ID,Date_Coded,Date_Filing,CompanyName,State,FullRestate,EntityType,MultComm,MultCommUnequal,MultPreferred,PreferredVote,PreferredVoteLimited,BlankCheck1,BustBankSHVote,BustBankBoD,ReallocateComPref,UnequalVote,WCterm,WCCond,WCProhibit,SMTerm,SMCond,SMProhibit,StaggeredBd,StaggeredBdPhaseOut,CumulativeVoting,CharterSupMaj,MergerSupMaj,CorpOppDirector,CorpOppOfficer,CorpOppSH,Directors102b7,Officers102b7,IndemnityDirector,IndemnityOfficer,AdvancementDirector,AdvancementOfficer,InsuranceDirector,InsuranceOfficer
1118,1121788,1121788E20180608,2018-06-08,2019-02-20,GARMIN LTD,WA,Y,Corp,N,,N,N,,Y,N,N,N,N,Y,N,N,N,,,N,,N,Partly,Y,N,N,N,N,N,Require,Require,Require,Require,Allow,Allow
1119,1122787,1122787A20081030,2000-11-10,2001-02-21,NAPSTER INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Cond,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Allow,Allow,N,N,N,N
1120,1122787,1122787B20081030,2001-04-13,2001-04-23,NAPSTER INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Cond,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Allow,Allow,N,N,N,N
1121,1122787,1122787C20081030,2008-10-30,2008-10-30,NAPSTER INC,DE,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Allow,Allow,N,N,N,N
1122,1122976,1122976A20031125,2001-03-28,2001-03-28,AVIENT CORP,OH,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,Prohibit,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
1123,1122976,1122976B20031125,2003-11-25,2004-03-12,AVIENT CORP,OH,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,Prohibit,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
1124,1123360,1123360A20190917,2012-12-19,2013-07-25,GLOBAL PAYMENTS INC,GA,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1125,1123360,1123360B20190917,2019-09-17,2019-09-18,GLOBAL PAYMENTS INC,GA,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1126,1124198,1124198A20120508,2000-11-22,2000-11-22,FLUOR CORP,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,Allow,Allow,Allow,Allow
1127,1124198,1124198B20120508,2008-05-09,2008-05-09,FLUOR CORP,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,Allow,Allow,Allow,Allow
1128,1124198,1124198C20120508,2011-05-06,2011-05-06,FLUOR CORP,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,N,N,N,N,N,Y,N,Require,Require,Allow,Allow,Allow,Allow
1129,1124198,1124198D20120508,2012-05-08,2012-05-08,FLUOR CORP,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,,N,N,N,N,N,N,Y,N,Require,Require,Allow,Allow,Allow,Allow
1130,1124887,1124887A20071109,2001-01-01,2006-03-16,CERIDIAN LLC,DE,Y,,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,Prohibit,Partly,N,N,N,N,Y,N,Require,Require,Allow,Allow,N,N
1131,1124887,1124887B20071109,2007-11-09,2008-07-30,CERIDIAN LLC,DE,Y,,N,,N,N,,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,Prohibit,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
1132,1126328,1126328A20050617,2001-06-08,2001-06-08,PRINCIPAL FINANCIAL GROUP INC,DE,Y,Corp,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1133,1126328,1126328B20050617,2005-06-17,2005-06-17,PRINCIPAL FINANCIAL GROUP INC,DE,Y,Corp,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1134,1126956,1126956A20170830,2000-10-17,2000-10-27,SPIRE INC,MO,Y,,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,N,N,N,N,Y,N,Require,Require,N,N,Allow,Allow
1135,1126956,1126956B20170830,2002-03-01,2002-05-29,SPIRE INC,MO,Y,,N,,Y,Y,Y,Y,N,N,N,N,N,,,N,,,N,,Allow,Partly,N,N,N,N,N,N,Require,Require,Require,Require,Allow,Allow
1136,1126956,1126956C20170830,2006-01-26,2006-01-26,SPIRE INC,MO,Y,,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1137,1126956,1126956D20170830,2016-04-28,2016-05-03,SPIRE INC,MO,Y,,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,Prohibit,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1138,1126956,1126956E20170830,2017-08-30,2017-09-01,SPIRE INC,MO,Y,,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,Allow,N,N,N,N,N,N,N,Require,Require,Require,Require,Allow,Allow
1139,1127703,1127703A20010615,2000-10-18,2000-11-06,PROASSURANCE CORP,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1140,1127703,1127703B20010615,2001-06-15,2002-04-01,PROASSURANCE CORP,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1141,1128928,1128928A20150610,2001-03-30,2001-03-30,FLOWERS FOODS INC,GA,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
1142,1128928,1128928B20150610,2007-08-23,2007-08-23,FLOWERS FOODS INC,GA,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
1143,1128928,1128928B20150610,2007-08-23,2007-08-23,FLOWERS FOODS INC,GA,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
1144,1128928,1128928D20150610,2009-06-04,2009-06-04,FLOWERS FOODS INC,GA,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
1145,1128928,1128928E20150610,2015-06-10,2015-06-10,FLOWERS FOODS INC,GA,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,2017,N,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
1146,1130310,1130310A20080724,2001-08-31,2001-09-17,CENTERPOINT ENERGY INC,TX,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,Y,Y,N,Y,,Prohibit,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1147,1130310,1130310B20080724,2001-09-13,2001-09-17,CENTERPOINT ENERGY INC,TX,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,Y,Y,N,Y,,Prohibit,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1148,1130310,1130310C20080724,2008-07-24,2008-07-29,CENTERPOINT ENERGY INC,TX,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,Y,Y,N,N,2011,Prohibit,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1149,1130464,1130464A20180130,2000-12-22,2000-12-22,BLACK HILLS CORP /SD/,SD,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
1150,1130464,1130464A20180130,2000-12-22,2000-12-22,BLACK HILLS CORP /SD/,SD,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
1151,1130464,1130464C20180130,2018-01-30,2018-02-05,BLACK HILLS CORP /SD/,SD,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
1152,1133421,1133421A20120529,2001-05-16,2001-04-13,NORTHROP GRUMMAN CORP  DE,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Cond,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
1153,1133421,1133421B20120529,2003-05-21,2003-04-04,NORTHROP GRUMMAN CORP  DE,DE,Y,Corp,N,,Y,Y,Y,Y,N,N,N,N,Y,Y,Cond,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
1154,1133421,1133421C20120529,2006-05-18,2006-05-19,NORTHROP GRUMMAN CORP  DE,DE,Y,Corp,N,,Y,Y,Y,Y,N,N,N,N,Y,Y,Cond,Y,Y,Y,Y,2008,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1155,1133421,1133421D20120529,2010-05-19,2010-05-25,NORTHROP GRUMMAN CORP  DE,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Cond,Y,Y,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1156,1133421,1133421E20120529,2012-05-29,2012-07-25,NORTHROP GRUMMAN CORP  DE,DE,Y,Corp,N,,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1157,1133470,1133470A20010104,2001-01-04,2001-04-24,CALAVO GROWERS INC,CA,Y,Corp,N,,N,N,,N,Y,N,N,N,N,,,N,,,N,,N,Y,N,N,N,N,Y,N,Allow,Allow,N,N,N,N
1158,1134061,1134061A20020130,2001-12-31,2002-02-14,UNITEDGLOBALCOM INC,DE,Y,,Y,Y,Y,N,,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
1159,1134061,1134061B20020130,2002-01-30,2002-02-14,UNITEDGLOBALCOM INC,DE,N,,Y,Y,Y,N,,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
1160,1135185,1135185A20160922,2000-11-28,2001-02-21,ATLAS AIR WORLDWIDE HOLDINGS INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,N,,N,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
1161,1135185,1135185B20160922,2016-09-22,2016-11-03,ATLAS AIR WORLDWIDE HOLDINGS INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,N,,N,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
1162,1135971,1135971A20060330,2002-12-17,2005-03-16,PEPCO HOLDINGS LLC,DE,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,1135971,1135971A20060330,2002-12-17,2005-03-16,PEPCO HOLDINGS LLC,DE,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,1135971,1135971C20060330,2003-12-18,2005-03-16,PEPCO HOLDINGS LLC,DE,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,1135971,1135971C20060330,2003-12-18,2005-03-16,PEPCO HOLDINGS LLC,DE,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,1135971,1135971E20060330,2004-12-16,2005-03-16,PEPCO HOLDINGS LLC,DE,Y,Corp,N,,Y,Y,Y,Y,N,N,N,N,N,,,Y,Y,N,N,,N,Partly,N,N,N,N,,,,,,,,
1167,1135971,1135971E20060330,2004-12-16,2005-03-16,PEPCO HOLDINGS LLC,DE,Y,Corp,N,,Y,Y,Y,Y,N,N,N,N,N,,,Y,Y,N,N,,N,Partly,N,N,N,N,,,,,,,,
1168,1135971,1135971E20060330,2004-12-16,2005-03-16,PEPCO HOLDINGS LLC,DE,Y,Corp,N,,Y,Y,Y,Y,N,N,N,N,N,,,Y,Y,N,N,,N,Partly,N,N,N,N,,,,,,,,
1169,1135971,1135971H20060330,2006-03-30,2006-05-05,PEPCO HOLDINGS LLC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1170,1135971,1135971H20060330,2006-03-30,2006-05-05,PEPCO HOLDINGS LLC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1171,1137774,1137774A20150122,2001-04-09,2001-04-09,PRUDENTIAL FINANCIAL INC,NJ,Y,Corp,Y,N,Y,N,,Y,N,N,N,N,Y,Y,N,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1172,1137774,1137774B20150122,2004-07-15,2004-08-05,PRUDENTIAL FINANCIAL INC,NJ,Y,Corp,Y,N,Y,N,,Y,N,N,N,N,Y,Y,N,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1173,1137774,1137774C20150122,2005-06-08,2005-06-09,PRUDENTIAL FINANCIAL INC,NJ,Y,Corp,Y,N,Y,N,,Y,N,N,N,N,Y,Y,N,N,,,Y,2005,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1174,1137774,1137774D20150122,2012-05-08,2012-05-09,PRUDENTIAL FINANCIAL INC,NJ,Y,Corp,Y,N,Y,N,,Y,N,N,N,N,Y,Y,N,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1175,1137774,1137774E20150122,2015-01-22,2015-01-22,PRUDENTIAL FINANCIAL INC,NJ,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,N,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1176,1140859,1140859A20170504,2001-05-23,2001-05-23,AMERISOURCEBERGEN CORP,DE,Y,Corp,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,,Prohibit,Partly,Y,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1177,1140859,1140859B20170504,2010-03-04,2010-05-07,AMERISOURCEBERGEN CORP,DE,Y,Corp,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,,Prohibit,N,Y,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1178,1140859,1140859C20170504,2011-02-17,2011-05-06,AMERISOURCEBERGEN CORP,DE,N,Corp,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,2012,Prohibit,N,Y,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1179,1140859,1140859D20170504,2014-05-07,2014-05-07,AMERISOURCEBERGEN CORP,DE,Y,Corp,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,2012,Prohibit,N,Y,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1180,1140859,1140859E20170504,2017-05-04,2017-05-04,AMERISOURCEBERGEN CORP,DE,Y,Corp,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,2012,Prohibit,N,Y,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1181,1141185,1141185A20050511,2001-06-18,2001-06-18,KERR MCGEE CORP  DE,DE,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1182,1141185,1141185B20050511,2005-05-11,2005-05-12,KERR MCGEE CORP  DE,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1183,1141982,1141982A20090604,2009-06-04,2009-09-09,Cooper Industries plc,US,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,1142750,1142750A20011017,2001-10-17,2002-03-18,AMN HEALTHCARE SERVICES INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1185,1144215,1144215A20070926,2001-11-09,2001-12-14,ACUITY BRANDS INC,DE,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1186,1144215,1144215B20070926,2007-09-26,2007-09-26,ACUITY BRANDS INC,DE,Y,Corp,N,,Y,,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1187,1144215,1144215B20070926,2007-09-26,2007-09-26,ACUITY BRANDS INC,DE,Y,Corp,N,,Y,,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1188,1144215,1144215D20070926,2017-01-06,2017-01-09,ACUITY BRANDS INC,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,2017,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1189,1144980,1144980A20160425,2002-03-20,2002-03-20,ASBURY AUTOMOTIVE GROUP INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1190,1144980,1144980B20160425,2016-04-25,2016-04-25,ASBURY AUTOMOTIVE GROUP INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,Y,2019,,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1191,11544,11544A20060516,1998-05-12,2003-08-06,BERKLEY W R CORP,DE,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,11544,11544B20060516,2004-05-11,2004-08-04,BERKLEY W R CORP,DE,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,11544,11544C20060516,2006-05-16,2006-05-17,BERKLEY W R CORP,DE,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,1158449,1158449A20170524,2001-08-08,2001-08-31,ADVANCE AUTO PARTS INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1195,1158449,1158449B20170524,2004-05-19,2004-08-16,ADVANCE AUTO PARTS INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1196,1158449,1158449C20170524,2013-06-07,2013-08-19,ADVANCE AUTO PARTS INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Cond,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1197,1158449,1158449D20170524,2016-06-06,2016-08-25,ADVANCE AUTO PARTS INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1198,1158449,1158449E20170524,2017-05-24,2017-05-31,ADVANCE AUTO PARTS INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1199,1158449,1158449E20170524,2017-05-24,2017-05-31,ADVANCE AUTO PARTS INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1200,1159297,1159297A20080428,2008-04-28,2008-05-01,MEADWESTVACO Corp,DE,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,Y,Y,Y,Y,2009,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1201,1160497,1160497A20010731,2001-07-31,2001-10-16,INGERSOLL RAND CO LTD,WA,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1202,1160497,1160497A20010731,2001-07-31,2001-10-16,INGERSOLL RAND CO LTD,WA,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1203,1162461,1162461A20170413,2001-01-30,2004-01-15,CUTERA INC,DE,Y,Corp,N,,Y,Y,N,N,Y,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Allow,N,N,N,N
1204,1162461,1162461B20170413,2001-10-12,2004-01-15,CUTERA INC,DE,N,Corp,N,,Y,Y,N,N,Y,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Allow,N,N,N,N
1205,1162461,1162461C20170413,2002-07-30,2004-01-15,CUTERA INC,DE,N,Corp,N,,Y,Y,N,N,Y,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Allow,N,N,N,N
1206,1162461,1162461D20170413,2004-01-12,2004-01-15,CUTERA INC,DE,N,Corp,N,,Y,Y,N,N,Y,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Allow,N,N,N,N
1207,1162461,1162461E20170413,2017-04-13,2017-11-07,CUTERA INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,N,,N,Partly,N,N,N,N,Y,N,Allow,Allow,N,N,N,N
1208,1163165,1163165A20080729,2002-08-30,2002-08-30,CONOCOPHILLIPS,DE,Y,,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,,Prohibit,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
1209,1163165,1163165B20080729,2008-07-29,2008-07-29,CONOCOPHILLIPS,DE,Y,,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,Prohibit,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
1210,1163302,1163302A20170425,2001-12-31,2002-03-19,UNITED STATES STEEL CORP,DE,Y,,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,Y,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1211,1163302,1163302B20170425,2003-11-07,2003-11-07,UNITED STATES STEEL CORP,DE,Y,,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,,,Y,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1212,1163302,1163302C20170425,2014-04-30,2016-02-29,UNITED STATES STEEL CORP,DE,N,,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,,,Y,2017,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1213,1163302,1163302D20170425,2016-04-26,2016-07-27,UNITED STATES STEEL CORP,DE,N,,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,,,Y,2017,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1214,1163302,1163302E20170425,2017-04-25,2017-04-28,UNITED STATES STEEL CORP,DE,Y,,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,,,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
1215,1164727,1164727A20190417,2002-01-10,2002-01-10,NEWMONT Corp /DE/,DE,Y,,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
1216,1164727,1164727B20190417,2009-10-28,2009-10-28,NEWMONT Corp /DE/,DE,Y,,N,,Y,Y,N,Y,Y,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,Y,N,Require,Require,N,N,N,N
1217,1164727,1164727C20190417,2019-04-17,2019-04-22,NEWMONT Corp /DE/,DE,Y,,N,,Y,N,,Y,Y,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,Y,N,Require,Require,N,N,N,N
1218,1164863,1164863A20080609,2002-05-22,2002-05-31,ENPRO INDUSTRIES INC,NC,Y,,N,,Y,N,,Y,N,N,N,N,Y,,N,Y,,N,Y,,N,Y,Y,N,N,N,Y,N,Require,Require,Require,Require,N,N
1219,1164863,1164863B20080609,2002-05-31,2008-08-05,ENPRO INDUSTRIES INC,NC,N,,N,,Y,Y,N,Y,N,N,N,N,Y,,N,Y,,N,Y,,N,Y,Y,N,N,N,Y,N,Require,Require,Require,Require,N,N
1220,1164863,1164863C20080609,2008-06-09,2008-08-05,ENPRO INDUSTRIES  INC,NC,N,,N,,Y,Y,N,,N,N,N,N,Y,,N,Y,,N,Y,2008,N,Y,Y,N,N,N,Y,N,Require,Require,Require,Require,N,N
1221,1166126,1166126A20110520,2002-01-23,2002-01-28,J C PENNEY CO INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,N,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
1222,1166126,1166126B20110520,2006-05-19,2006-06-07,J C PENNEY CO INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,N,2009,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
1223,1166126,1166126C20110520,2011-05-20,2011-06-08,J C PENNEY CO INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N
1224,1166691,1166691A20151215,2005-12-31,2006-02-22,COMCAST CORP,PA,Y,Corp,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,,Prohibit,N,N,N,N,N,Y,Y,N,N,N,N,N,N
1225,1166691,1166691B20151215,2009-08-06,2009-08-06,COMCAST CORP,PA,Y,Corp,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,,Prohibit,N,N,N,N,N,Y,Y,N,N,N,N,N,N
1226,1166691,1166691C20151215,2015-12-15,2015-12-14,COMCAST CORP,PA,Y,Corp,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,,Prohibit,N,N,N,N,N,Y,Y,N,N,N,N,N,N
1227,1168054,1168054A20050607,2005-06-07,2005-06-07,CIMAREX ENERGY CO,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
1228,1169445,1169445A20020313,1979-02-14,2002-03-21,COMPUTER PROGRAMS   SYSTEMS INC,DE,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1229,1169445,1169445B20020313,1998-09-01,2002-03-21,COMPUTER PROGRAMS   SYSTEMS INC,DE,N,Corp,Y,Y,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,N,N,Allow,Allow,Allow,Allow,Allow,Allow
